Country,State,Year,Gender,Type Of Disease,"Cases (UOM:Number), Scaling Factor:1","Deaths (UOM:Number), Scaling Factor:1"
India,Karnataka,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2015",,Malaria,12445,0
India,Kerala,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,29,3
India,Kerala,"Calendar Year (Jan - Dec), 2015",,Chikungunya,175,
India,Kerala,"Calendar Year (Jan - Dec), 2015",,Dengue,4075,25
India,Kerala,"Calendar Year (Jan - Dec), 2015",,Influenza,928,76
India,Kerala,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,2,1
India,Kerala,"Calendar Year (Jan - Dec), 2015",,Kala-azar,4,0
India,Kerala,"Calendar Year (Jan - Dec), 2015",,Malaria,1549,4
India,Ladakh,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Ladakh,"Calendar Year (Jan - Dec), 2015",,Dengue,3.346590412,0
India,Ladakh,"Calendar Year (Jan - Dec), 2015",,Influenza,10.82720428,0.437462799
India,Ladakh,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2015",,Malaria,4.724598229,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2015",,Dengue,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2015",,Influenza,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2015",,Malaria,4,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2015",,Chikungunya,67,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2015",,Dengue,2108,8
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2015",,Influenza,2445,367
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2015",,Malaria,100597,24
India,Maharashtra,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,51,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2015",,Chikungunya,78,
India,Maharashtra,"Calendar Year (Jan - Dec), 2015",,Dengue,13,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2015",,Influenza,8583,905
India,Maharashtra,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,7,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2015",,Malaria,56603,59
India,Manipur,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,34,0
India,Manipur,"Calendar Year (Jan - Dec), 2015",,Chikungunya,391,
India,Manipur,"Calendar Year (Jan - Dec), 2015",,Dengue,4936,23
India,Manipur,"Calendar Year (Jan - Dec), 2015",,Influenza,5,2
India,Manipur,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,6,0
India,Manipur,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Manipur,"Calendar Year (Jan - Dec), 2015",,Malaria,216,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,174,8
India,Meghalaya,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Meghalaya,"Calendar Year (Jan - Dec), 2015",,Dengue,52,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2015",,Influenza,1,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,41,8
India,Meghalaya,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2015",,Malaria,48603,79
India,Mizoram,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Mizoram,"Calendar Year (Jan - Dec), 2015",,Dengue,43,0
India,Mizoram,"Calendar Year (Jan - Dec), 2015",,Influenza,4,0
India,Mizoram,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2015",,Malaria,28593,21
India,Nagaland,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,10,1
India,Nagaland,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Nagaland,"Calendar Year (Jan - Dec), 2015",,Dengue,21,1
India,Nagaland,"Calendar Year (Jan - Dec), 2015",,Influenza,4,0
India,Nagaland,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Nagaland,"Calendar Year (Jan - Dec), 2015",,Malaria,1527,3
India,Odisha,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,660,2
India,Odisha,"Calendar Year (Jan - Dec), 2015",,Chikungunya,81,
India,Odisha,"Calendar Year (Jan - Dec), 2015",,Dengue,2450,2
India,Odisha,"Calendar Year (Jan - Dec), 2015",,Influenza,76,13
India,Odisha,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,33,2
India,Odisha,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2015",,Malaria,436850,80
India,Puducherry,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Puducherry,"Calendar Year (Jan - Dec), 2015",,Chikungunya,245,
India,Puducherry,"Calendar Year (Jan - Dec), 2015",,Dengue,771,0
India,Puducherry,"Calendar Year (Jan - Dec), 2015",,Influenza,57,4
India,Puducherry,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Puducherry,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Puducherry,"Calendar Year (Jan - Dec), 2015",,Malaria,54,1
India,Punjab,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,1,0
India,Punjab,"Calendar Year (Jan - Dec), 2015",,Chikungunya,180,
India,Punjab,"Calendar Year (Jan - Dec), 2015",,Dengue,14128,18
India,Punjab,"Calendar Year (Jan - Dec), 2015",,Influenza,300,61
India,Punjab,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2015",,Kala-azar,1,0
India,Punjab,"Calendar Year (Jan - Dec), 2015",,Malaria,596,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2015",,Chikungunya,7,
India,Rajasthan,"Calendar Year (Jan - Dec), 2015",,Dengue,4043,7
India,Rajasthan,"Calendar Year (Jan - Dec), 2015",,Influenza,6858,472
India,Rajasthan,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2015",,Malaria,11796,3
India,Sikkim,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,Sikkim,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Sikkim,"Calendar Year (Jan - Dec), 2015",,Dengue,21,0
India,Sikkim,"Calendar Year (Jan - Dec), 2015",,Influenza,0,0
India,Sikkim,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,Sikkim,"Calendar Year (Jan - Dec), 2015",,Kala-azar,5,0
India,Sikkim,"Calendar Year (Jan - Dec), 2015",,Malaria,27,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,847,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2015",,Chikungunya,329,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2015",,Dengue,4535,12
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2015",,Influenza,898,29
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,53,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2015",,Malaria,5587,0
India,Telangana,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,177.6924524,1
India,Telangana,"Calendar Year (Jan - Dec), 2015",,Chikungunya,2405.114672,
India,Telangana,"Calendar Year (Jan - Dec), 2015",,Dengue,1347.349141,0.827698095
India,Telangana,"Calendar Year (Jan - Dec), 2015",,Influenza,3062.773054,114.8985657
India,Telangana,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,8,1
India,Telangana,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2015",,Malaria,21314.60785,4
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2015",,Chikungunya,64,
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2015",,Dengue,17021,60
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2015",,Influenza,31,7
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2015",,Malaria,502,0
India,Tripura,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,459,4
India,Tripura,"Calendar Year (Jan - Dec), 2015",,Chikungunya,180,
India,Tripura,"Calendar Year (Jan - Dec), 2015",,Dengue,1831,2
India,Tripura,"Calendar Year (Jan - Dec), 2015",,Influenza,0,0
India,Tripura,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,28,4
India,Tripura,"Calendar Year (Jan - Dec), 2015",,Kala-azar,0,0
India,Tripura,"Calendar Year (Jan - Dec), 2015",,Malaria,32525,21
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,2,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",,Dengue,1655,1
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",,Influenza,1578,50
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,2,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",,Kala-azar,3,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2015",,Malaria,42767,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,2894,479
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",,Chikungunya,0,
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",,Dengue,2892,9
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",,Influenza,105,15
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,351,42
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",,Kala-azar,131,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2015",,Malaria,1466,0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",,Acute Encephalitis Syndrome,2165,351
India,West Bengal,"Calendar Year (Jan - Dec), 2015",,Chikungunya,1013,
India,West Bengal,"Calendar Year (Jan - Dec), 2015",,Dengue,8516,14
India,West Bengal,"Calendar Year (Jan - Dec), 2015",,Influenza,544,30
India,West Bengal,"Calendar Year (Jan - Dec), 2015",,Japanese Encephalitis,342,75
India,West Bengal,"Calendar Year (Jan - Dec), 2015",,Kala-azar,576,0
India,West Bengal,"Calendar Year (Jan - Dec), 2015",,Malaria,24208,34
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2014",,Chikungunya,161,
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2014",,Dengue,139,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2014",,Malaria,557,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,18.17067953,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",,Chikungunya,796.5791444,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",,Dengue,739.722502,2.930754762
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",,Influenza,5.861509525,2.930754762
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2014",,Malaria,12354.30363,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,102,11
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Chikungunya,0,
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Dengue,27,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,32,3
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Malaria,6082,9
India,Assam,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,2194,360
India,Assam,"Calendar Year (Jan - Dec), 2014",,Chikungunya,0,
India,Assam,"Calendar Year (Jan - Dec), 2014",,Dengue,85,0
India,Assam,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Assam,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,761,165
India,Assam,"Calendar Year (Jan - Dec), 2014",,Kala-azar,1,0
India,Assam,"Calendar Year (Jan - Dec), 2014",,Malaria,14540,11
India,Bihar,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,1358,355
India,Bihar,"Calendar Year (Jan - Dec), 2014",,Chikungunya,0,
India,Bihar,"Calendar Year (Jan - Dec), 2014",,Dengue,297,0
India,Bihar,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,20,2
India,Bihar,"Calendar Year (Jan - Dec), 2014",,Kala-azar,7615,10
India,Bihar,"Calendar Year (Jan - Dec), 2014",,Malaria,2043,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",,Chikungunya,0,
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",,Dengue,13,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Chandigarh,"Calendar Year (Jan - Dec), 2014",,Malaria,114,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",,Chikungunya,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",,Dengue,440,9
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2014",,Malaria,128993,53
India,Delhi,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2014",,Chikungunya,8,
India,Delhi,"Calendar Year (Jan - Dec), 2014",,Dengue,995,3
India,Delhi,"Calendar Year (Jan - Dec), 2014",,Influenza,38,1
India,Delhi,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2014",,Malaria,98,0
India,Goa,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,17,0
India,Goa,"Calendar Year (Jan - Dec), 2014",,Chikungunya,1205,
India,Goa,"Calendar Year (Jan - Dec), 2014",,Dengue,168,1
India,Goa,"Calendar Year (Jan - Dec), 2014",,Influenza,1,1
India,Goa,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Goa,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Goa,"Calendar Year (Jan - Dec), 2014",,Malaria,824,0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",,Chikungunya,574,
India,Gujarat,"Calendar Year (Jan - Dec), 2014",,Dengue,2320,3
India,Gujarat,"Calendar Year (Jan - Dec), 2014",,Influenza,157,55
India,Gujarat,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2014",,Malaria,41608,16
India,Haryana,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,6,1
India,Haryana,"Calendar Year (Jan - Dec), 2014",,Chikungunya,3,
India,Haryana,"Calendar Year (Jan - Dec), 2014",,Dengue,214,2
India,Haryana,"Calendar Year (Jan - Dec), 2014",,Influenza,5,0
India,Haryana,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,5,1
India,Haryana,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2014",,Malaria,4485,1
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Chikungunya,,
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Dengue,2,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2014",,Malaria,102,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",,Chikungunya,,
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",,Dengue,0.97812686,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2014",,Malaria,284.6349163,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,288,2
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",,Chikungunya,11,
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",,Dengue,36,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,90,2
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",,Kala-azar,937,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2014",,Malaria,103735,8
India,Karnataka,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,75,0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",,Chikungunya,6962,
India,Karnataka,"Calendar Year (Jan - Dec), 2014",,Dengue,3358,2
India,Karnataka,"Calendar Year (Jan - Dec), 2014",,Influenza,303,33
India,Karnataka,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,13,0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2014",,Malaria,14794,2
India,Kerala,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,6,2
India,Kerala,"Calendar Year (Jan - Dec), 2014",,Chikungunya,272,
India,Kerala,"Calendar Year (Jan - Dec), 2014",,Dengue,2575,11
India,Kerala,"Calendar Year (Jan - Dec), 2014",,Influenza,62,15
India,Kerala,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,3,2
India,Kerala,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2014",,Malaria,1751,6
India,Ladakh,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2014",,Chikungunya,,
India,Ladakh,"Calendar Year (Jan - Dec), 2014",,Dengue,0.02187314,0
India,Ladakh,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2014",,Malaria,6.365083726,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2014",,Chikungunya,0,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2014",,Dengue,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2014",,Influenza,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2014",,Malaria,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",,Chikungunya,161,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",,Dengue,2131,13
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",,Influenza,17,9
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2014",,Malaria,96879,26
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",,Acute Encephalitis Syndrome,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",,Chikungunya,1572,
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",,Dengue,8573,54
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",,Influenza,115,43
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",,Japanese Encephalitis,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2014",,Kala-azar,0,0
