Country,State,Year,Gender,DiseaseType,Cases,Deaths
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Viral Hepatitis(All Causes),32.0,0.0
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Viral Meningitis,46932.072911859716,10.537840332256575
India,Tripura,"Calendar Year (Jan - Dec), 2020",Male,Whooping Cough,33.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Acute Diarrhoeal Diseases,195782.0,46.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Acute Respiratory Infection,443793.0,90.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Chicken Pox,97.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Cholera,46932.072911859716,10.537840332256575
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Diphtheria,46932.072911859716,10.537840332256575
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Encephalitis,14.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Enteric Fever(Typhoid),126493.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Gonococcal Infection,967.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Measles,681.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Meningococcal Meningitis,5.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Pneumonia(All Causes),26155.0,24.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Rabies,46932.072911859716,10.537840332256575
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Syphilis,293.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Tetanus Other than Neonatal,0.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Viral Hepatitis(All Causes),5165.0,4.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Viral Meningitis,0.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Female,Whooping Cough,37.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Acute Diarrhoeal Diseases,243155.0,62.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Acute Respiratory Infection,561143.0,146.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Chicken Pox,157.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Cholera,46932.072911859716,10.537840332256575
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Diphtheria,46932.072911859716,10.537840332256575
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Encephalitis,34.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Enteric Fever(Typhoid),170677.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Gonococcal Infection,100.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Measles,691.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Meningococcal Meningitis,11.0,1.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Pneumonia(All Causes),32954.0,45.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Rabies,46932.072911859716,10.537840332256575
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Syphilis,413.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Tetanus Other than Neonatal,13.0,1.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Viral Hepatitis(All Causes),6694.0,15.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Viral Meningitis,1.0,0.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",Male,Whooping Cough,51.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Acute Diarrhoeal Diseases,18943.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Acute Respiratory Infection,47004.0,2.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Chicken Pox,139.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Cholera,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Diphtheria,5.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Encephalitis,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Enteric Fever(Typhoid),10923.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Gonococcal Infection,14.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Measles,10.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Meningococcal Meningitis,0.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Pneumonia(All Causes),1902.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Rabies,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Syphilis,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Tetanus Other than Neonatal,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Viral Hepatitis(All Causes),830.0,1.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Viral Meningitis,3.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Female,Whooping Cough,21.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Acute Diarrhoeal Diseases,20354.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Acute Respiratory Infection,51903.0,8.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Chicken Pox,187.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Cholera,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Diphtheria,5.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Encephalitis,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Enteric Fever(Typhoid),13078.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Gonococcal Infection,4.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Measles,10.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Meningococcal Meningitis,3.0,1.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Pneumonia(All Causes),2037.0,1.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Rabies,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Syphilis,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Tetanus Other than Neonatal,46932.072911859716,10.537840332256575
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Viral Hepatitis(All Causes),1104.0,7.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Viral Meningitis,0.0,0.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",Male,Whooping Cough,15.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Acute Diarrhoeal Diseases,661166.0,66.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Acute Respiratory Infection,1220253.0,253.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Chicken Pox,1728.0,5.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Cholera,601.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Diphtheria,488.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Encephalitis,864.0,16.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Enteric Fever(Typhoid),54120.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Gonococcal Infection,129.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Measles,2283.0,1.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Meningococcal Meningitis,91.0,4.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Pneumonia(All Causes),30735.0,216.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Rabies,11.0,11.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Syphilis,60.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Tetanus Other than Neonatal,15.0,2.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Viral Hepatitis(All Causes),898.0,15.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Viral Meningitis,187.0,2.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Female,Whooping Cough,673.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Acute Diarrhoeal Diseases,696730.0,77.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Acute Respiratory Infection,1367414.0,408.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Chicken Pox,1709.0,3.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Cholera,691.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Diphtheria,462.0,1.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Encephalitis,1010.0,7.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Enteric Fever(Typhoid),63722.0,9.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Gonococcal Infection,60.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Measles,2580.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Meningococcal Meningitis,127.0,9.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Pneumonia(All Causes),38241.0,368.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Rabies,11.0,11.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Syphilis,58.0,0.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Tetanus Other than Neonatal,4.0,1.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Viral Hepatitis(All Causes),1409.0,26.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Viral Meningitis,169.0,2.0
India,West Bengal,"Calendar Year (Jan - Dec), 2020",Male,Whooping Cough,748.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,5092.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,17232.0,5.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,168.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Cholera,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,6.0,3.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),235.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Measles,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),98.0,7.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Rabies,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),16.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,2.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Female,Whooping Cough,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Acute Diarrhoeal Diseases,5699.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Acute Respiratory Infection,18705.0,12.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Chicken Pox,164.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Cholera,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Diphtheria,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Encephalitis,3.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Enteric Fever(Typhoid),255.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Gonococcal Infection,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Measles,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Meningococcal Meningitis,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Pneumonia(All Causes),109.0,12.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Rabies,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,46932.072911859716,10.537840332256575
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),52.0,1.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,0.0,0.0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,46932.072911859716,10.537840332256575
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,573742.0,57.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,1479244.0,181.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,829.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Cholera,46932.072911859716,10.537840332256575
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,50.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,470.0,16.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),77975.0,2.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,7390.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Measles,37.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,410.0,12.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),17795.0,196.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Rabies,3.0,3.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,6084.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,9.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,15.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),7360.0,37.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,556.0,9.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Whooping Cough,209.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Acute Diarrhoeal Diseases,564695.0,61.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Acute Respiratory Infection,1507251.0,295.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Chicken Pox,546.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Cholera,46932.072911859716,10.537840332256575
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Diphtheria,61.0,1.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Encephalitis,733.0,19.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Enteric Fever(Typhoid),81440.0,1.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Gonococcal Infection,2714.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Measles,41.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Meningococcal Meningitis,750.0,18.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Pneumonia(All Causes),21978.0,255.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Rabies,11.0,11.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,4169.0,0.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,9.0,2.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,25.0,3.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),8431.0,71.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,696.0,17.0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,233.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,7879.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,11018.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,73.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Cholera,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),959.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Measles,20.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),181.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Rabies,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),22.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Whooping Cough,17.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Acute Diarrhoeal Diseases,8545.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Acute Respiratory Infection,12143.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Chicken Pox,78.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Cholera,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Diphtheria,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Encephalitis,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Enteric Fever(Typhoid),1024.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Gonococcal Infection,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Measles,17.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Meningococcal Meningitis,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Pneumonia(All Causes),209.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Rabies,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),24.0,0.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,46932.072911859716,10.537840332256575
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,15.0,0.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,113267.0,67.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Acute Respiratory Infection,9489.0,33.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Chicken Pox,509.0,0.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Cholera,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Diphtheria,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Encephalitis,532.0,11.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Enteric Fever(Typhoid),3288.0,0.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Gonococcal Infection,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Measles,560.0,1.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Meningococcal Meningitis,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Pneumonia(All Causes),3694.0,19.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Rabies,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Syphilis,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Tetanus Other than Neonatal,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Viral Hepatitis(All Causes),764.0,5.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Viral Meningitis,1461.0,17.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Female,Whooping Cough,2032.0,9.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Acute Diarrhoeal Diseases,399171.0,107.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Acute Respiratory Infection,12144.0,53.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Chicken Pox,354.0,0.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Cholera,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Diphtheria,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Encephalitis,1091.0,26.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Enteric Fever(Typhoid),7882.0,0.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Gonococcal Infection,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Measles,1155.0,4.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Meningococcal Meningitis,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Pneumonia(All Causes),6556.0,40.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Rabies,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Syphilis,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Neonatal,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Tetanus Other than Neonatal,46932.072911859716,10.537840332256575
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Viral Hepatitis(All Causes),1861.0,28.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Viral Meningitis,2511.0,37.0
India,Assam,"Calendar Year (Jan - Dec), 2019",Male,Whooping Cough,3661.0,15.0
India,Bihar,"Calendar Year (Jan - Dec), 2019",Female,Acute Diarrhoeal Diseases,117839.0,0.0
